,P1,,,,,P2,,,,,,,,,,,P3,,,,,,,,,P4,,,,,,,,,P5,,,,,,,,,,,,,P6,,,,
" 22/12/2015 4:47:46 PM",2.526022,254.5541,2,2,1,261.888,8.873558,447.475,2.473072,2,1,1,2,1,2,1,2.564185,0.0002562214,223.7407,1,1,1,1,1,1,0,172.7249,0,131.6201,1,1,1,1,1,7.420085,178.4671,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:47 PM",2.513532,253.9653,2,2,1,261.888,8.87484,448.1159,2.473072,2,1,1,2,1,2,1,2.564185,0.0002562214,224.1813,1,1,1,1,1,1,0,172.7249,0,131.697,1,1,1,1,1,7.418483,178.4671,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:48 PM",2.492714,253.7298,2,2,1,261.888,8.87484,448.6542,2.473072,2,1,1,2,1,2,1,2.564185,0.0002562214,224.9423,1,1,1,1,1,1,0,172.7249,0,131.8124,1,1,1,1,1,7.418483,178.4671,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:49 PM",2.479903,253.5336,2,2,1,261.92,8.87484,449.295,2.47602,2,1,1,2,1,2,1,2.564185,0.0002562214,225.3429,1,1,1,1,1,1,0,172.7249,0,132.0431,1,1,1,1,1,7.418483,178.4671,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:50 PM",2.460686,253.1803,2,2,1,262.0482,8.87484,449.9359,2.47602,2,1,1,2,1,2,1,2.564185,0.0002562214,225.463,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418483,178.6978,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:51 PM",2.447234,253.6121,2,2,1,262.0482,8.87484,450.5768,2.476789,2,1,1,2,1,2,1,2.564185,0.0002562214,225.6633,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418483,178.6978,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:52 PM",2.428979,253.9261,2,2,1,262.0482,8.87484,451.2177,2.476789,2,1,1,2,1,2,1,2.564185,0.0002562214,225.5832,1,1,1,1,1,1,0,172.7249,0,132.466,1,1,1,1,1,7.418483,178.6978,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:53 PM",2.424815,254.2401,2,2,1,262.0482,8.87484,451.6278,2.473713,2,1,1,2,1,2,1,2.564185,0.0002562214,225.7434,1,1,1,1,1,1,0,172.7249,0,132.6198,1,1,1,1,1,7.418483,178.6978,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:54 PM",2.424815,254.2401,2,2,1,262.0482,8.87484,452.243,2.472816,2,1,1,2,1,2,1,2.564185,0.0002562214,226.0238,1,1,1,1,1,1,0,172.7249,0,132.2738,1,1,1,1,1,7.418483,178.4414,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:55 PM",2.447875,253.9261,2,2,1,262.0482,8.87484,452.7813,2.472816,2,1,1,2,1,2,1,2.564185,0.0002562214,226.5845,1,1,1,1,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418483,178.4414,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:56 PM",2.495916,253.9261,2,2,1,262.0482,8.87484,453.2171,2.472816,2,1,1,2,1,2,1,2.564185,0.0002562214,227.0652,1,1,1,1,1,1,0,172.7249,0,132.2353,1,1,1,1,1,7.418483,178.4414,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:57 PM",2.495916,253.9261,2,2,1,262.0482,8.87484,453.2171,2.472816,2,1,1,2,1,2,1,2.564185,0.0002562214,227.0652,1,1,1,1,1,1,0,172.7249,0,132.2353,1,1,1,1,1,7.418483,178.4414,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:58 PM",2.539154,253.6513,2,2,1,262.0482,8.87484,454.0118,2.470637,2,1,1,2,1,2,1,2.564185,0.0002562214,227.5859,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418483,178.4414,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:47:59 PM",2.58111,253.5336,2,2,1,262.0482,8.87484,454.2938,2.4691,2,1,1,2,1,2,1,2.564185,0.0002562214,228.0665,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418483,178.5696,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:00 PM",2.618903,253.141,2,2,1,262.0482,8.87484,454.9346,2.4691,2,1,1,2,1,2,1,2.564185,0.0002562214,228.427,1,1,1,1,1,1,0,172.7249,0,132.0815,1,1,1,1,1,7.418483,178.5696,260.8626,123.6221,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:01 PM",2.646446,253.0233,2,2,1,262.0482,8.87484,455.473,2.4691,2,1,1,2,1,2,1,2.564185,0.0002562214,228.7474,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418483,178.5696,260.8626,123.3914,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:02 PM",2.662781,253.4158,2,2,1,262.0482,8.87516,455.8062,2.469356,2,1,1,2,1,2,1,2.564185,0.0002562214,229.2681,1,1,1,1,1,1,0,172.7249,0,132.0046,1,1,1,1,1,7.418483,178.5696,260.8626,123.3914,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:03 PM",2.665663,253.8083,2,2,1,262.0482,8.877083,456.3701,2.471919,2,1,1,2,1,2,1,2.564185,0.0002562214,229.3483,1,1,1,1,1,1,0,172.7249,0,132.3122,1,1,1,1,1,7.418483,178.5696,260.8626,123.3914,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:04 PM",2.657336,254.3971,2,2,1,262.0482,8.877083,456.8828,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,230.1493,1,1,1,1,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418483,178.5696,260.8626,123.3914,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:05 PM",2.63876,254.7112,2,2,1,262.0482,8.877083,457.575,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,230.8703,1,1,1,1,1,1,0,172.7249,0,132.7737,1,1,1,1,1,7.418483,178.5696,260.8626,123.3914,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:06 PM",2.628511,255.3392,2,2,1,262.0482,8.877083,457.9851,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,231.391,1,1,1,1,1,1,0,172.7249,0,132.6583,1,1,1,1,1,7.418483,178.5696,260.8626,123.3914,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:07 PM",2.624347,255.928,2,2,1,262.0482,8.877083,458.4978,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,232.4324,1,1,1,1,1,1,0,172.7249,0,132.6967,1,1,1,1,1,7.418483,178.5696,260.8626,123.776,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:08 PM",2.609615,256.3598,2,2,1,262.0482,8.877083,458.908,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,232.913,1,1,1,1,1,1,0,172.7249,0,132.6583,1,1,1,1,1,7.418162,178.5696,260.8626,123.776,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:09 PM",2.59232,256.556,2,2,1,262.0482,8.877083,459.4976,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,233.2335,1,1,1,1,1,1,0,172.7249,0,132.6198,1,1,1,1,1,7.418162,178.5696,260.8626,123.7375,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:10 PM",2.572783,256.6738,2,2,1,262.2084,8.876442,459.9077,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,233.634,1,1,1,1,1,1,0,172.7249,0,132.3122,1,1,1,1,1,7.418162,178.5696,260.8626,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:11 PM",2.561893,256.8701,2,2,1,262.2084,8.87516,460.3435,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,233.9945,1,1,1,1,1,1,0,172.7249,0,132.2353,1,1,1,1,1,7.418162,178.5696,260.8626,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:12 PM",2.543638,256.9878,2,2,1,262.2084,8.874519,460.9587,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,234.3149,1,1,1,1,1,1,0,172.7249,0,132.12,1,1,1,1,1,7.418162,178.5696,260.8626,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:13 PM",2.527944,257.1448,2,2,1,262.2084,8.873238,461.5996,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,234.9157,1,1,1,1,1,1,0,172.7249,0,131.7355,1,1,1,1,1,7.418162,178.5696,260.8626,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:14 PM",2.51161,257.3411,2,2,1,262.3045,8.873238,461.9841,2.473585,2,1,1,2,1,2,1,2.564185,0.0002562214,235.4364,1,1,1,1,1,1,0,172.7249,0,132.0046,1,1,1,1,1,7.418162,178.5696,260.8626,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:15 PM",2.497518,257.7336,2,2,1,262.3045,8.873238,462.5224,2.473713,2,1,1,2,1,2,1,2.564185,0.0002562214,235.7969,1,1,1,1,1,1,0,172.7249,0,131.9277,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:16 PM",2.47702,258.0476,2,2,1,262.3045,8.873238,462.5993,2.473713,2,1,1,2,1,2,1,2.564185,0.0002562214,235.837,1,1,1,1,1,1,0,172.7249,0,132.12,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:17 PM",2.462287,258.0476,2,2,1,262.3045,8.876442,463.2658,2.473713,2,1,1,2,1,2,1,2.564185,0.0002562214,236.3176,1,1,1,1,1,1,0,172.7249,0,132.4276,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:18 PM",2.447875,257.4981,2,2,1,262.3045,8.877083,463.5991,2.473713,2,1,1,2,1,2,1,2.564185,0.0002562214,236.6781,1,1,1,1,1,1,0,172.7249,0,132.5814,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:19 PM",2.436025,257.5374,2,2,1,262.3045,8.877083,464.3681,2.473713,2,1,1,2,1,2,1,2.564185,0.0002562214,237.319,1,1,1,1,1,1,0,172.7249,0,132.5045,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:20 PM",2.427377,257.7336,2,2,1,262.3045,8.877083,464.6501,2.473713,2,1,1,2,1,2,1,2.564185,0.0002562214,237.8797,1,1,1,1,1,1,0,172.7249,0,132.6583,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:21 PM",2.427377,257.4981,2,2,1,262.3045,8.877083,465.1628,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,238.4805,1,1,1,1,1,1,0,172.7249,0,132.4276,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:22 PM",2.464209,256.9485,2,2,1,262.3045,8.877083,465.5473,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,239.4418,1,1,1,1,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:23 PM",2.507126,256.7915,2,2,1,262.3045,8.877083,466.06,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,240.0827,1,1,1,1,1,1,0,172.7249,0,132.3122,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:24 PM",2.547481,256.9093,2,2,1,262.3045,8.877083,466.6752,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,241.0039,1,1,1,1,1,1,0,172.7249,0,132.0815,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:25 PM",2.595202,256.5953,2,2,1,262.3045,8.877083,466.6752,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,241.5246,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:26 PM",2.623387,256.5953,2,2,1,262.3045,8.877083,467.111,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,242.1254,1,1,1,1,1,1,0,172.7249,0,132.0431,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:27 PM",2.657016,256.7523,2,2,1,262.3045,8.877083,467.5724,2.472175,2,1,1,2,1,2,1,2.564185,0.0002562214,243.2469,1,1,1,1,1,1,0,172.7249,0,132.2353,1,1,1,1,1,7.418162,178.5696,260.8626,123.6991,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:28 PM",2.670788,256.6738,2,2,1,262.3045,8.877083,467.9057,2.472559,2,1,1,2,1,2,1,2.564185,0.0002562214,243.9278,1,1,1,1,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418162,178.5696,260.8626,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:29 PM",2.670788,256.2813,2,2,1,262.3045,8.880287,468.2133,2.473457,2,1,1,2,1,2,1,2.564185,0.0002562214,244.6488,1,1,1,1,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418162,178.5696,260.8626,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:30 PM",2.654133,256.1635,2,2,1,262.3045,8.881569,468.3671,2.473457,2,1,1,2,1,2,1,2.564185,0.0002562214,244.6889,1,1,1,1,1,1,0,172.7249,0,132.6583,1,1,1,1,1,7.418162,178.5696,260.8626,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:31 PM",2.632354,256.3598,2,2,1,262.4648,8.881889,468.4953,2.473457,2,1,1,2,1,2,1,2.564185,0.0002562214,245.2096,1,1,1,1,1,1,0,172.7249,0,132.6583,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:32 PM",2.629152,256.5953,2,2,1,262.4648,8.881889,468.7516,2.472303,2,1,1,2,1,2,1,2.564185,0.0002562214,245.8504,1,1,1,1,1,1,0,172.7249,0,132.7737,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:33 PM",2.6157,256.9485,2,2,1,262.4648,8.881889,468.9567,2.472303,2,1,1,2,1,2,1,2.564185,0.0002562214,246.8117,1,1,1,1,1,1,0,172.7249,0,132.6198,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:34 PM",2.606091,257.1448,2,2,1,262.4648,8.881889,469.0079,2.472303,2,1,1,2,1,2,1,2.564185,0.0002562214,247.2123,1,1,1,1,1,1,0,172.7249,0,132.3122,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:35 PM",2.583672,257.9299,2,2,1,262.4648,8.881889,469.495,2.472303,2,1,1,2,1,2,1,2.564185,0.0002562214,247.6128,1,1,1,1,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:36 PM",2.570861,258.6364,2,2,1,262.4648,8.881889,469.6744,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,248.0133,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:37 PM",2.552926,259.0682,2,2,1,262.4648,8.881889,470.1102,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,248.494,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:38 PM",2.541075,259.343,2,2,1,262.4648,8.881889,470.6486,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,248.534,1,1,1,1,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:39 PM",2.52346,259.4215,2,2,1,262.4648,8.881889,471.0331,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,248.8945,1,1,1,1,1,1,0,172.7249,0,132.3122,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:40 PM",2.510009,259.4607,2,2,1,262.4648,8.881889,471.5201,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,249.215,1,1,1,1,1,1,0,172.7249,0,132.3122,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:41 PM",2.492073,259.8925,2,2,1,262.4648,8.881889,472.1097,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,249.3351,1,1,1,1,1,1,0,172.7249,0,132.2738,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:42 PM",2.477981,260.0495,2,2,1,262.4648,8.881889,472.7506,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,249.8959,1,1,1,1,1,1,0,172.7249,0,132.2738,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:43 PM",2.460686,259.6963,2,2,1,262.4648,8.881889,473.4684,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,250.4967,1,1,1,1,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:44 PM",2.444031,259.4607,2,2,1,262.4648,8.881889,474.0067,2.474097,2,1,1,2,1,2,1,2.564185,0.0002562214,251.2176,1,1,1,0,1,1,0,172.7249,0,132.1969,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:45 PM",2.429619,258.8719,2,2,1,262.4648,8.881889,474.5193,2.474738,2,1,1,2,1,2,1,2.564185,0.0002562214,251.0975,1,1,1,0,1,1,0,172.7249,0,132.3891,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:46 PM",2.427057,257.7729,2,2,1,262.4648,8.881889,474.9039,2.475507,2,1,1,2,1,2,1,2.564185,0.0002562214,251.458,1,1,1,0,1,1,0,172.7249,0,132.5045,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:47 PM",2.427057,257.6551,2,2,1,262.4648,8.881889,475.6216,2.475507,2,1,1,2,1,2,1,2.717844,0.0002562214,251.6182,1,1,1,0,1,1,0,172.7249,0,132.6198,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:48 PM",2.428338,257.5766,2,2,1,262.4648,8.877724,475.6216,2.473585,2,1,1,2,1,2,1,2.897112,0.0002562214,252.0588,1,1,1,0,1,1,0,172.7249,0,132.8506,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:49 PM",2.492073,257.5374,2,2,1,262.4648,8.877724,476.2881,2.473585,2,1,1,2,1,2,1,3.153211,0.0002562214,252.94,1,1,1,0,1,1,0,172.7249,0,132.889,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:50 PM",2.525062,257.6944,2,2,1,262.4648,8.877724,476.6726,2.473585,2,1,1,2,1,2,1,3.278059,0.006917977,253.5408,1,1,1,0,1,1,0,172.7249,0,132.6967,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:51 PM",2.584953,257.5374,2,2,1,262.4648,8.881248,477.1084,2.473585,2,1,1,2,1,2,1,3.370894,0.03420555,254.3018,1,1,1,0,1,1,0,172.7249,0,132.466,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:52 PM",2.612177,257.5374,2,2,1,262.4648,8.881248,477.493,2.473585,2,1,1,2,1,2,1,3.370894,0.0491945,255.0228,1,1,1,2,2,1,0,172.7249,0,132.7737,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:53 PM",2.641322,257.6944,2,2,1,262.4648,8.881248,477.98,2.473585,2,1,1,2,1,2,1,3.780652,0.06328668,255.3432,1,1,1,2,2,1,0,172.7249,0,132.8121,1,1,1,1,1,7.418162,178.5696,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:54 PM",2.652532,257.7729,2,2,1,262.4648,8.881248,478.4414,2.473585,2,1,1,2,1,2,1,4.033549,0.09095858,256.0641,1,1,1,2,2,1,0,172.7249,0,132.7737,1,1,1,1,1,7.418162,178.7234,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:55 PM",2.657016,257.9299,2,2,1,262.4648,8.881248,478.749,2.473585,2,1,1,2,1,2,1,4.059159,0.1471992,256.7451,1,1,1,2,2,1,0,172.8018,0,132.6967,1,1,1,1,1,7.418162,178.7234,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:56 PM",2.641642,258.2831,2,2,1,262.4648,8.881248,479.1335,2.473585,2,1,1,2,1,2,1,4.059159,0.2243218,257.1456,1,1,1,2,2,1,0,172.8531,0,132.6967,1,1,1,1,1,7.418162,178.7234,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:48:57 PM",2.62755,258.1261,2,2,1,262.4648,8.881248,479.6206,2.473585,2,1,1,2,1,2,1,3.918305,0.3011882,257.6263,1,1,1,2,2,1,0,172.8531,0,132.7737,1,1,1,1,1,7.418162,178.7234,260.8626,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
